Location,Car Name,Manufacturer Name,Car Type,Color,Gearbox,Number of Seats,Number of Doors,Energy,Manufactured Year,Price-$,Purchased Date,Year-Month
Michigan,Hilux,Toyota,Truck,Blue,Automatic,4,2,Petrol,2018,7600,2022-03-14,2022-03
Utah,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Diesel,2017,6800,2016-02-29,2016-02
Illinois,Plato,Prazo,Convertible,Blue,Automatic,2,2,Hybrid,2020,9900,2015-01-27,2015-01
Tennessee,Kags,Renault,SUV,Gray,Manual,7,5,Electric,2019,9500,2016-09-22,2016-09
North Carolina,Thar,Mahindra,SUV,Gray,Automatic,5,3,Petrol,2024,7500,2016-07-17,2016-07
Wisconsin,Creta,Hyundai,Hatchback,Red,Automatic,5,5,Hybrid,2018,7600,2021-02-15,2021-02
North Carolina,Fortuner,Toyota,SUV,Black,Automatic,8,5,Electric,2019,9500,2021-06-06,2021-06
Pennsylvania,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Diesel,2016,6900,2017-08-15,2017-08
California,Creta,Hyundai,Hatchback,Red,Automatic,5,5,Electric,2023,7600,2024-01-20,2024-01
Illinois,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Diesel,2023,6200,2018-08-26,2018-08
Oklahoma,Kags,Renault,SUV,Blue,Manual,7,5,Hybrid,2017,9200,2018-06-25,2018-06
California,Fortuner,Toyota,SUV,Red,Manual,8,5,Petrol,2019,8000,2024-02-13,2024-02
California,Yodha,Tata,Truck,Gray,Manual,3,2,Electric,2024,8500,2017-04-30,2017-04
North Carolina,Hilux,Toyota,Truck,Black,Manual,4,2,Petrol,2021,7300,2020-11-04,2020-11
Wisconsin,Yodha,Tata,Truck,Red,Automatic,3,2,Hybrid,2021,8300,2024-01-23,2024-01
Pennsylvania,Yodha,Tata,Truck,Blue,Automatic,3,2,Diesel,2024,7100,2015-06-26,2015-06
Ohio,Etriga,Maruti,Hatchback,Red,Manual,4,5,Hybrid,2020,7400,2022-03-29,2022-03
Pennsylvania,Plato,Prazo,Convertible,Black,Automatic,2,2,Diesel,2018,9200,2024-04-16,2024-04
Utah,Plato,Prazo,Convertible,Blue,Automatic,2,2,Electric,2024,10000,2024-06-06,2024-06
New York,Seltos,Kia,Hatchback,White,Automatic,5,5,Electric,2015,8400,2015-01-29,2015-01
New York,i20,Hyundai,Hatchback,Gray,Automatic,4,5,Hybrid,2020,7400,2016-04-02,2016-04
Arizona,Kags,Renault,SUV,Blue,Manual,7,5,Petrol,2017,8200,2023-08-28,2023-08
Florida,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Hybrid,2017,8200,2019-06-14,2019-06
California,i20,Hyundai,Hatchback,Black,Automatic,4,5,Hybrid,2022,7200,2021-11-02,2021-11
Utah,i20,Hyundai,Hatchback,Black,Automatic,4,5,Petrol,2024,6000,2018-03-04,2018-03
Texas,Kags,Renault,SUV,White,Automatic,7,5,Electric,2022,9200,2021-02-28,2021-02
Tennessee,Plato,Prazo,Convertible,Blue,Automatic,2,2,Electric,2017,10700,2020-02-16,2020-02
California,Plato,Prazo,Convertible,Black,Automatic,2,2,Petrol,2016,9300,2015-01-25,2015-01
Michigan,Kags,Renault,SUV,Blue,Manual,7,5,Electric,2023,9100,2015-07-23,2015-07
Michigan,Scorpio,Mahindra,SUV,Red,Automatic,5,5,Diesel,2024,7600,2024-11-27,2024-11
Wisconsin,Etriga,Maruti,Hatchback,Black,Manual,4,5,Hybrid,2017,7700,2017-05-20,2017-05
New York,Thar,Mahindra,SUV,Black,Automatic,5,3,Hybrid,2022,8700,2015-10-21,2015-10
Ohio,Swift,Maruti,Sedan,Black,Manual,5,4,Electric,2024,8000,2020-06-04,2020-06
Michigan,Dzire,Maruti,Sedan,Blue,Manual,5,5,Diesel,2017,7300,2015-11-28,2015-11
Pennsylvania,i20,Hyundai,Hatchback,Gray,Automatic,4,5,Diesel,2022,6300,2018-08-10,2018-08
New York,Swift,Maruti,Sedan,Gray,Automatic,5,4,Hybrid,2023,7600,2021-03-25,2021-03
Oregon,Creta,Hyundai,Hatchback,Gray,Manual,5,5,Hybrid,2018,7600,2017-09-15,2017-09
California,Thar,Mahindra,SUV,Red,Automatic,5,3,Hybrid,2021,8800,2019-11-26,2019-11
Oregon,Yodha,Tata,Truck,Gray,Automatic,3,2,Electric,2023,8600,2021-07-12,2021-07
Michigan,Yodha,Tata,Truck,Gray,Automatic,3,2,Electric,2022,8700,2018-02-04,2018-02
California,Scorpio,Mahindra,SUV,Gray,Manual,5,5,Diesel,2021,7900,2021-11-20,2021-11
Oklahoma,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Hybrid,2021,8800,2023-07-06,2023-07
Colorado,Seltos,Kia,Hatchback,Black,Automatic,5,5,Electric,2015,8400,2020-11-03,2020-11
Tennessee,Yodha,Tata,Truck,White,Manual,3,2,Hybrid,2017,8700,2015-10-12,2015-10
California,Fortuner,Toyota,SUV,White,Automatic,8,5,Electric,2018,9600,2015-06-26,2015-06
Texas,Yodha,Tata,Truck,Red,Manual,3,2,Hybrid,2015,8900,2017-02-09,2017-02
Michigan,i20,Hyundai,Hatchback,White,Manual,4,5,Diesel,2019,6600,2015-04-24,2015-04
New York,Hilux,Toyota,Truck,Gray,Manual,4,2,Petrol,2018,7600,2023-08-24,2023-08
North Carolina,i20,Hyundai,Hatchback,Red,Automatic,4,5,Diesel,2020,6500,2017-10-05,2017-10
Colorado,Thar,Mahindra,SUV,Gray,Automatic,5,3,Hybrid,2024,8500,2015-01-15,2015-01
Florida,Swift,Maruti,Sedan,Red,Automatic,5,4,Petrol,2017,7200,2024-03-20,2024-03
Florida,Scorpio,Mahindra,SUV,Gray,Manual,5,5,Petrol,2021,7800,2019-07-18,2019-07
Texas,Fortuner,Toyota,SUV,Black,Automatic,8,5,Hybrid,2020,8900,2024-06-19,2024-06
Utah,Kags,Renault,SUV,Black,Automatic,7,5,Petrol,2024,7500,2021-11-19,2021-11
North Carolina,Fortuner,Toyota,SUV,Red,Automatic,8,5,Hybrid,2019,9000,2019-04-04,2019-04
New York,Swift,Maruti,Sedan,Gray,Automatic,5,4,Electric,2023,8100,2019-05-25,2019-05
Utah,Kags,Renault,SUV,White,Automatic,7,5,Electric,2023,9100,2020-12-27,2020-12
Ohio,Thar,Mahindra,SUV,White,Manual,5,3,Petrol,2019,8000,2023-04-15,2023-04
Illinois,Thar,Mahindra,SUV,Blue,Automatic,5,3,Hybrid,2016,9300,2016-04-01,2016-04
Utah,Hilux,Toyota,Truck,White,Manual,4,2,Petrol,2024,7000,2023-02-01,2023-02
Colorado,Etriga,Maruti,Hatchback,Black,Manual,4,5,Electric,2024,7500,2022-03-30,2022-03
Michigan,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Hybrid,2017,9200,2017-09-07,2017-09
New York,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Electric,2016,9800,2016-10-29,2016-10
Michigan,Seltos,Kia,Hatchback,Gray,Manual,5,5,Petrol,2018,6600,2017-07-23,2017-07
North Carolina,Etriga,Maruti,Hatchback,Gray,Automatic,4,5,Petrol,2024,6000,2017-08-01,2017-08
Florida,Seltos,Kia,Hatchback,Blue,Automatic,5,5,Diesel,2020,6500,2015-11-06,2015-11
Colorado,Seltos,Kia,Hatchback,Blue,Manual,5,5,Electric,2019,8000,2019-03-01,2019-03
Tennessee,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Electric,2018,8600,2015-02-07,2015-02
North Carolina,Thar,Mahindra,SUV,Black,Automatic,5,3,Hybrid,2015,9400,2015-08-26,2015-08
Michigan,Seltos,Kia,Hatchback,Gray,Manual,5,5,Petrol,2015,6900,2024-08-27,2024-08
Wisconsin,Kags,Renault,SUV,White,Manual,7,5,Diesel,2017,8300,2024-03-19,2024-03
Michigan,Thar,Mahindra,SUV,White,Automatic,5,3,Hybrid,2024,8500,2022-07-25,2022-07
Wisconsin,Yodha,Tata,Truck,Black,Manual,3,2,Diesel,2017,7800,2019-03-03,2019-03
Arizona,Kags,Renault,SUV,White,Automatic,7,5,Petrol,2021,7800,2016-02-02,2016-02
Florida,Dzire,Maruti,Sedan,Black,Manual,5,5,Diesel,2016,7400,2016-11-13,2016-11
Illinois,Yodha,Tata,Truck,Gray,Manual,3,2,Petrol,2024,7000,2023-02-06,2023-02
Colorado,i20,Hyundai,Hatchback,Red,Automatic,4,5,Hybrid,2018,7600,2018-04-13,2018-04
California,i20,Hyundai,Hatchback,Black,Manual,4,5,Diesel,2018,6700,2019-08-16,2019-08
California,Fortuner,Toyota,SUV,Red,Automatic,8,5,Diesel,2022,7800,2015-08-03,2015-08
Oklahoma,Swift,Maruti,Sedan,Black,Manual,5,4,Hybrid,2015,8400,2022-05-23,2022-05
Oregon,Etriga,Maruti,Hatchback,Gray,Automatic,4,5,Diesel,2019,6600,2015-03-25,2015-03
North Carolina,Thar,Mahindra,SUV,Red,Manual,5,3,Electric,2016,9800,2015-01-19,2015-01
Texas,Etriga,Maruti,Hatchback,Red,Manual,4,5,Electric,2015,8400,2018-11-13,2018-11
New York,Etriga,Maruti,Hatchback,Gray,Automatic,4,5,Hybrid,2019,7500,2022-07-01,2022-07
Michigan,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Petrol,2023,7600,2018-09-23,2018-09
Florida,Thar,Mahindra,SUV,Black,Manual,5,3,Diesel,2023,7700,2020-12-27,2020-12
Texas,Thar,Mahindra,SUV,Red,Automatic,5,3,Petrol,2022,7700,2020-04-16,2020-04
Michigan,Dzire,Maruti,Sedan,Blue,Manual,5,5,Petrol,2022,6700,2024-03-16,2024-03
Oklahoma,Creta,Hyundai,Hatchback,White,Automatic,5,5,Electric,2021,7800,2024-07-15,2024-07
North Carolina,Etriga,Maruti,Hatchback,White,Manual,4,5,Electric,2020,7900,2015-04-25,2015-04
Wisconsin,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Petrol,2019,6500,2017-08-06,2017-08
Pennsylvania,Plato,Prazo,Convertible,Black,Manual,2,2,Electric,2021,10300,2020-07-07,2020-07
Oregon,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Diesel,2018,6700,2017-01-25,2017-01
New York,Thar,Mahindra,SUV,Red,Manual,5,3,Diesel,2015,8500,2020-07-10,2020-07
Utah,Fortuner,Toyota,SUV,Red,Manual,8,5,Diesel,2020,8000,2019-09-29,2019-09
Ohio,Seltos,Kia,Hatchback,Gray,Automatic,5,5,Diesel,2021,6400,2016-04-15,2016-04
Arizona,Hilux,Toyota,Truck,Red,Automatic,4,2,Petrol,2024,7000,2019-11-04,2019-11
Pennsylvania,Hilux,Toyota,Truck,Red,Automatic,4,2,Petrol,2020,7400,2022-10-26,2022-10
Florida,Hilux,Toyota,Truck,Gray,Automatic,4,2,Diesel,2024,7100,2017-04-05,2017-04
Texas,Fortuner,Toyota,SUV,Blue,Manual,8,5,Hybrid,2021,8800,2020-01-12,2020-01
California,i20,Hyundai,Hatchback,Red,Automatic,4,5,Petrol,2023,6100,2016-12-10,2016-12
Oregon,Thar,Mahindra,SUV,Red,Manual,5,3,Hybrid,2018,9100,2016-11-15,2016-11
New York,Etriga,Maruti,Hatchback,Gray,Manual,4,5,Petrol,2022,6200,2018-09-09,2018-09
Oklahoma,Creta,Hyundai,Hatchback,Gray,Manual,5,5,Petrol,2019,6500,2016-08-15,2016-08
Oregon,Dzire,Maruti,Sedan,Black,Manual,5,5,Petrol,2015,7400,2019-09-04,2019-09
Illinois,Swift,Maruti,Sedan,Black,Automatic,5,4,Hybrid,2017,8200,2016-11-11,2016-11
Colorado,Kags,Renault,SUV,Black,Manual,7,5,Electric,2018,9600,2017-06-16,2017-06
Oklahoma,Fortuner,Toyota,SUV,Gray,Automatic,8,5,Petrol,2024,7500,2023-09-17,2023-09
Illinois,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Electric,2017,8200,2023-04-20,2023-04
Michigan,Kags,Renault,SUV,Black,Manual,7,5,Petrol,2021,7800,2024-08-19,2024-08
Tennessee,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Petrol,2020,6900,2024-09-08,2024-09
Colorado,Yodha,Tata,Truck,Black,Manual,3,2,Petrol,2015,7900,2016-11-19,2016-11
Ohio,Hilux,Toyota,Truck,Black,Manual,4,2,Electric,2016,9300,2023-07-30,2023-07
California,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Electric,2024,7500,2023-02-24,2023-02
Colorado,Plato,Prazo,Convertible,Black,Automatic,2,2,Diesel,2015,9500,2019-09-30,2019-09
Illinois,Etriga,Maruti,Hatchback,Gray,Automatic,4,5,Hybrid,2022,7200,2016-10-23,2016-10
Oklahoma,Yodha,Tata,Truck,Blue,Automatic,3,2,Petrol,2022,7200,2022-02-25,2022-02
Tennessee,Kags,Renault,SUV,Gray,Manual,7,5,Diesel,2015,8500,2023-04-13,2023-04
Utah,Dzire,Maruti,Sedan,White,Manual,5,5,Electric,2018,8600,2019-07-30,2019-07
Utah,i20,Hyundai,Hatchback,Black,Automatic,4,5,Petrol,2019,6500,2020-09-11,2020-09
Arizona,Seltos,Kia,Hatchback,Black,Manual,5,5,Electric,2023,7600,2022-09-30,2022-09
New York,Seltos,Kia,Hatchback,Gray,Manual,5,5,Electric,2022,7700,2017-05-18,2017-05
New York,Creta,Hyundai,Hatchback,Red,Manual,5,5,Electric,2015,8400,2024-10-21,2024-10
New York,Creta,Hyundai,Hatchback,Gray,Manual,5,5,Electric,2017,8200,2018-07-07,2018-07
Utah,Yodha,Tata,Truck,Black,Manual,3,2,Hybrid,2024,8000,2019-06-27,2019-06
Tennessee,Dzire,Maruti,Sedan,Gray,Automatic,5,5,Diesel,2015,7500,2021-09-04,2021-09
North Carolina,Kags,Renault,SUV,Blue,Manual,7,5,Electric,2016,9800,2022-03-04,2022-03
Illinois,Scorpio,Mahindra,SUV,White,Manual,5,5,Hybrid,2023,8600,2015-01-31,2015-01
California,Thar,Mahindra,SUV,White,Automatic,5,3,Petrol,2023,7600,2015-10-22,2015-10
Texas,Seltos,Kia,Hatchback,Black,Automatic,5,5,Petrol,2020,6400,2017-03-26,2017-03
Pennsylvania,Scorpio,Mahindra,SUV,White,Automatic,5,5,Electric,2017,9700,2016-06-26,2016-06
Utah,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Electric,2024,7500,2021-06-18,2021-06
Utah,Thar,Mahindra,SUV,White,Manual,5,3,Hybrid,2018,9100,2023-03-07,2023-03
North Carolina,Dzire,Maruti,Sedan,Blue,Manual,5,5,Diesel,2021,6900,2021-09-15,2021-09
Ohio,Plato,Prazo,Convertible,Black,Manual,2,2,Petrol,2018,9100,2024-07-30,2024-07
Texas,Hilux,Toyota,Truck,Blue,Manual,4,2,Petrol,2018,7600,2021-08-03,2021-08
Florida,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Hybrid,2016,7800,2016-08-20,2016-08
Arizona,Plato,Prazo,Convertible,Blue,Automatic,2,2,Petrol,2016,9300,2023-04-11,2023-04
Utah,Yodha,Tata,Truck,Red,Automatic,3,2,Electric,2018,9100,2017-03-22,2017-03
California,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Petrol,2024,6000,2021-04-26,2021-04
Wisconsin,Swift,Maruti,Sedan,White,Automatic,5,4,Electric,2015,8900,2021-03-29,2021-03
New York,Hilux,Toyota,Truck,Gray,Manual,4,2,Electric,2021,8800,2016-10-04,2016-10
California,Swift,Maruti,Sedan,Blue,Automatic,5,4,Hybrid,2022,7700,2020-02-11,2020-02
Pennsylvania,Yodha,Tata,Truck,Red,Automatic,3,2,Petrol,2020,7400,2022-10-29,2022-10
Oklahoma,Scorpio,Mahindra,SUV,Gray,Automatic,5,5,Diesel,2016,8400,2017-07-24,2017-07
Texas,Seltos,Kia,Hatchback,Blue,Manual,5,5,Hybrid,2015,7900,2017-09-11,2017-09
Arizona,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Electric,2017,8200,2021-01-15,2021-01
Oklahoma,Etriga,Maruti,Hatchback,Gray,Manual,4,5,Hybrid,2020,7400,2019-05-19,2019-05
Michigan,Swift,Maruti,Sedan,White,Manual,5,4,Diesel,2016,7400,2022-02-24,2022-02
California,Etriga,Maruti,Hatchback,Black,Manual,4,5,Petrol,2021,6300,2016-01-25,2016-01
Wisconsin,Scorpio,Mahindra,SUV,White,Automatic,5,5,Diesel,2016,8400,2021-07-16,2021-07
Ohio,Seltos,Kia,Hatchback,White,Automatic,5,5,Electric,2022,7700,2021-03-05,2021-03
Arizona,Hilux,Toyota,Truck,Blue,Manual,4,2,Diesel,2016,7900,2015-11-03,2015-11
Ohio,Fortuner,Toyota,SUV,Red,Manual,8,5,Petrol,2015,8400,2021-12-11,2021-12
North Carolina,Seltos,Kia,Hatchback,Blue,Manual,5,5,Diesel,2021,6400,2022-05-24,2022-05
Colorado,Kags,Renault,SUV,Black,Manual,7,5,Diesel,2020,8000,2022-01-14,2022-01
New York,Seltos,Kia,Hatchback,Blue,Manual,5,5,Electric,2023,7600,2016-10-21,2016-10
California,i20,Hyundai,Hatchback,Red,Automatic,4,5,Electric,2022,7700,2018-05-12,2018-05
Michigan,Thar,Mahindra,SUV,White,Manual,5,3,Electric,2024,9000,2022-05-27,2022-05
California,Thar,Mahindra,SUV,Red,Manual,5,3,Petrol,2018,8100,2020-04-27,2020-04
Michigan,Kags,Renault,SUV,Red,Automatic,7,5,Diesel,2015,8500,2015-02-16,2015-02
Oregon,Thar,Mahindra,SUV,Black,Automatic,5,3,Electric,2015,9900,2018-02-10,2018-02
Wisconsin,Thar,Mahindra,SUV,Gray,Automatic,5,3,Diesel,2024,7600,2019-08-04,2019-08
North Carolina,Creta,Hyundai,Hatchback,Black,Manual,5,5,Petrol,2017,6700,2022-06-10,2022-06
Pennsylvania,Etriga,Maruti,Hatchback,White,Manual,4,5,Electric,2019,8000,2023-08-08,2023-08
Oregon,Seltos,Kia,Hatchback,Blue,Manual,5,5,Petrol,2019,6500,2022-05-25,2022-05
Ohio,Swift,Maruti,Sedan,Black,Manual,5,4,Diesel,2024,6600,2023-12-09,2023-12
Oklahoma,i20,Hyundai,Hatchback,Black,Automatic,4,5,Petrol,2023,6100,2017-12-25,2017-12
Arizona,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Electric,2021,7800,2021-03-23,2021-03
Arizona,Etriga,Maruti,Hatchback,White,Manual,4,5,Petrol,2017,6700,2018-03-13,2018-03
Texas,Yodha,Tata,Truck,White,Manual,3,2,Petrol,2024,7000,2017-07-15,2017-07
Oregon,Fortuner,Toyota,SUV,Black,Automatic,8,5,Electric,2015,9900,2021-06-16,2021-06
Tennessee,Thar,Mahindra,SUV,Black,Manual,5,3,Hybrid,2015,9400,2020-09-13,2020-09
Oregon,Seltos,Kia,Hatchback,Red,Automatic,5,5,Electric,2024,7500,2019-05-24,2019-05
Utah,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Diesel,2015,7000,2023-06-20,2023-06
Colorado,i20,Hyundai,Hatchback,White,Automatic,4,5,Hybrid,2018,7600,2017-07-07,2017-07
Tennessee,Kags,Renault,SUV,Black,Automatic,7,5,Hybrid,2015,9400,2018-05-28,2018-05
Tennessee,Plato,Prazo,Convertible,Black,Manual,2,2,Petrol,2024,8500,2022-07-18,2022-07
North Carolina,Kags,Renault,SUV,Red,Manual,7,5,Electric,2015,9900,2023-01-15,2023-01
Colorado,Creta,Hyundai,Hatchback,Blue,Manual,5,5,Electric,2015,8400,2015-01-05,2015-01
Tennessee,Scorpio,Mahindra,SUV,Red,Manual,5,5,Electric,2020,9400,2020-02-01,2020-02
Colorado,Etriga,Maruti,Hatchback,White,Automatic,4,5,Hybrid,2015,7900,2018-06-10,2018-06
Illinois,Yodha,Tata,Truck,White,Manual,3,2,Electric,2022,8700,2020-05-12,2020-05
Tennessee,Dzire,Maruti,Sedan,White,Automatic,5,5,Diesel,2018,7200,2016-08-05,2016-08
Michigan,Thar,Mahindra,SUV,Red,Automatic,5,3,Petrol,2019,8000,2018-04-29,2018-04
Oregon,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Electric,2019,9500,2020-05-01,2020-05
Wisconsin,Kags,Renault,SUV,Gray,Manual,7,5,Diesel,2020,8000,2020-06-15,2020-06
Arizona,Seltos,Kia,Hatchback,White,Manual,5,5,Petrol,2018,6600,2023-01-10,2023-01
Michigan,Yodha,Tata,Truck,White,Automatic,3,2,Electric,2021,8800,2015-02-09,2015-02
Tennessee,Scorpio,Mahindra,SUV,Red,Manual,5,5,Hybrid,2019,9000,2024-09-02,2024-09
North Carolina,Yodha,Tata,Truck,White,Manual,3,2,Petrol,2023,7100,2024-06-27,2024-06
Pennsylvania,Dzire,Maruti,Sedan,Gray,Automatic,5,5,Electric,2016,8800,2021-04-22,2021-04
Tennessee,Swift,Maruti,Sedan,Black,Manual,5,4,Hybrid,2017,8200,2024-09-20,2024-09
Michigan,Kags,Renault,SUV,Black,Manual,7,5,Electric,2024,9000,2018-06-26,2018-06
North Carolina,Swift,Maruti,Sedan,Black,Manual,5,4,Electric,2024,8000,2017-01-20,2017-01
New York,Hilux,Toyota,Truck,White,Automatic,4,2,Diesel,2018,7700,2022-09-05,2022-09
Utah,Thar,Mahindra,SUV,Black,Manual,5,3,Electric,2022,9200,2020-03-21,2020-03
Ohio,Thar,Mahindra,SUV,Blue,Automatic,5,3,Hybrid,2015,9400,2018-12-24,2018-12
Colorado,Fortuner,Toyota,SUV,White,Manual,8,5,Diesel,2021,7900,2022-06-06,2022-06
Oregon,Scorpio,Mahindra,SUV,White,Manual,5,5,Petrol,2018,8100,2021-04-12,2021-04
Ohio,Seltos,Kia,Hatchback,Gray,Manual,5,5,Electric,2016,8300,2017-03-24,2017-03
New York,Creta,Hyundai,Hatchback,Red,Automatic,5,5,Petrol,2018,6600,2021-05-21,2021-05
Oklahoma,Kags,Renault,SUV,Gray,Automatic,7,5,Electric,2017,9700,2024-11-10,2024-11
North Carolina,Creta,Hyundai,Hatchback,Gray,Manual,5,5,Diesel,2018,6700,2018-03-20,2018-03
Wisconsin,Plato,Prazo,Convertible,Red,Manual,2,2,Electric,2015,10900,2015-05-12,2015-05
Illinois,Thar,Mahindra,SUV,Black,Manual,5,3,Petrol,2018,8100,2015-10-28,2015-10
Illinois,i20,Hyundai,Hatchback,Red,Manual,4,5,Hybrid,2015,7900,2018-09-19,2018-09
Colorado,Plato,Prazo,Convertible,Blue,Automatic,2,2,Petrol,2020,8900,2018-05-27,2018-05
Tennessee,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Electric,2015,9900,2018-05-19,2018-05
Colorado,Swift,Maruti,Sedan,Black,Automatic,5,4,Hybrid,2015,8400,2023-11-11,2023-11
Texas,Thar,Mahindra,SUV,Blue,Manual,5,3,Diesel,2019,8100,2016-04-09,2016-04
Ohio,Kags,Renault,SUV,Blue,Manual,7,5,Electric,2017,9700,2017-06-16,2017-06
Arizona,Etriga,Maruti,Hatchback,Red,Manual,4,5,Diesel,2023,6200,2020-11-05,2020-11
Oklahoma,Yodha,Tata,Truck,Black,Manual,3,2,Petrol,2018,7600,2018-10-15,2018-10
California,Yodha,Tata,Truck,Gray,Automatic,3,2,Diesel,2018,7700,2019-10-06,2019-10
Tennessee,Fortuner,Toyota,SUV,Black,Manual,8,5,Diesel,2024,7600,2019-12-12,2019-12
Oregon,Dzire,Maruti,Sedan,Red,Automatic,5,5,Diesel,2019,7100,2024-08-08,2024-08
Texas,Hilux,Toyota,Truck,Blue,Automatic,4,2,Petrol,2024,7000,2020-06-18,2020-06
Wisconsin,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Hybrid,2022,8700,2017-09-18,2017-09
Michigan,Seltos,Kia,Hatchback,Gray,Manual,5,5,Diesel,2019,6600,2018-02-27,2018-02
Illinois,Fortuner,Toyota,SUV,Gray,Automatic,8,5,Petrol,2023,7600,2024-02-12,2024-02
California,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Diesel,2021,6400,2021-09-10,2021-09
Michigan,Hilux,Toyota,Truck,Red,Manual,4,2,Diesel,2023,7200,2017-07-14,2017-07
North Carolina,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Hybrid,2018,7600,2019-03-29,2019-03
Ohio,Dzire,Maruti,Sedan,Red,Manual,5,5,Petrol,2019,7000,2017-05-30,2017-05
Texas,Fortuner,Toyota,SUV,Gray,Automatic,8,5,Electric,2022,9200,2016-10-22,2016-10
Oregon,Dzire,Maruti,Sedan,Gray,Manual,5,5,Electric,2023,8100,2024-01-19,2024-01
Pennsylvania,Swift,Maruti,Sedan,Red,Automatic,5,4,Petrol,2016,7300,2023-06-26,2023-06
Illinois,i20,Hyundai,Hatchback,Black,Manual,4,5,Electric,2016,8300,2022-10-27,2022-10
New York,i20,Hyundai,Hatchback,Red,Manual,4,5,Petrol,2017,6700,2023-02-20,2023-02
California,i20,Hyundai,Hatchback,Black,Manual,4,5,Diesel,2021,6400,2015-05-30,2015-05
North Carolina,i20,Hyundai,Hatchback,Black,Automatic,4,5,Electric,2017,8200,2015-03-28,2015-03
Texas,i20,Hyundai,Hatchback,Blue,Manual,4,5,Petrol,2017,6700,2022-12-06,2022-12
Illinois,Fortuner,Toyota,SUV,Gray,Automatic,8,5,Electric,2021,9300,2021-05-29,2021-05
California,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Hybrid,2019,7500,2015-02-03,2015-02
Wisconsin,Fortuner,Toyota,SUV,Blue,Manual,8,5,Hybrid,2024,8500,2023-05-22,2023-05
Colorado,Thar,Mahindra,SUV,Blue,Manual,5,3,Electric,2015,9900,2022-03-05,2022-03
Tennessee,Yodha,Tata,Truck,Red,Automatic,3,2,Petrol,2022,7200,2018-08-16,2018-08
Utah,Scorpio,Mahindra,SUV,Black,Manual,5,5,Diesel,2019,8100,2023-03-29,2023-03
North Carolina,Thar,Mahindra,SUV,Red,Automatic,5,3,Hybrid,2024,8500,2019-12-14,2019-12
Oklahoma,Fortuner,Toyota,SUV,Red,Manual,8,5,Diesel,2024,7600,2023-07-13,2023-07
California,Scorpio,Mahindra,SUV,Red,Automatic,5,5,Petrol,2016,8300,2018-06-18,2018-06
Utah,Yodha,Tata,Truck,Blue,Manual,3,2,Diesel,2024,7100,2020-07-20,2020-07
New York,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Electric,2022,9200,2018-04-10,2018-04
Utah,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Petrol,2021,7800,2020-07-07,2020-07
North Carolina,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Hybrid,2016,7800,2017-01-14,2017-01
Oregon,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Petrol,2022,6200,2020-11-28,2020-11
Oregon,Fortuner,Toyota,SUV,Black,Manual,8,5,Petrol,2019,8000,2018-11-15,2018-11
Michigan,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Petrol,2019,8000,2024-06-23,2024-06
California,Etriga,Maruti,Hatchback,Red,Manual,4,5,Diesel,2019,6600,2022-12-09,2022-12
California,Seltos,Kia,Hatchback,Black,Manual,5,5,Petrol,2016,6800,2019-08-30,2019-08
Tennessee,Fortuner,Toyota,SUV,Red,Automatic,8,5,Diesel,2022,7800,2024-09-19,2024-09
California,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Petrol,2018,8100,2017-08-07,2017-08
Colorado,Scorpio,Mahindra,SUV,Black,Manual,5,5,Petrol,2020,7900,2021-01-13,2021-01
Ohio,i20,Hyundai,Hatchback,Black,Manual,4,5,Hybrid,2024,7000,2015-09-10,2015-09
New York,Kags,Renault,SUV,Red,Manual,7,5,Electric,2024,9000,2023-12-18,2023-12
Texas,Dzire,Maruti,Sedan,Red,Automatic,5,5,Petrol,2022,6700,2020-11-30,2020-11
