Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13
California;Dzire;Maruti;Sedan;Red;Manual;5;5;Petrol;2017;7200;2017-05-11;2017-05
North Carolina;Etriga;Maruti;Hatchback;White;Manual;4;5;Electric;2022;7700;2021-11-15;2021-11
Tucson;Fortuner;Toyota;SUV;Blue;Automatic;8;5;Diesel;2018;8200;2016-09-05;2016-09
Tucson;Dzire;Maruti;Sedan;Gray;Automatic;5;5;Electric;2017;8700;2023-10-08;2023-10
Madison;Fortuner;Toyota;SUV;Blue;Manual;8;5;Petrol;2015;8400;2022-01-06;2022-01
San Jose;i20;Hyundai;Hatchback;Blue;Manual;4;5;Petrol;2020;6400;2024-06-26;2024-06
Utah;Scorpio;Mahindra;SUV;White;Automatic;5;5;Electric;2022;9200;2017-04-05;2017-04
Oklahoma;Seltos;Kia;Hatchback;Black;Manual;5;5;Electric;2021;7800;2017-12-07;2017-12
Detroit;Etriga;Maruti;Hatchback;Gray;Automatic;4;5;Hybrid;2019;7500;2017-11-19;2017-11
California;Thar;Mahindra;SUV;White;Manual;5;3;Electric;2022;9200;2024-02-15;2024-02
Chicago;Swift;Maruti;Sedan;White;Automatic;5;4;Hybrid;2019;8000;2020-11-28;2020-11
Detroit;Plato;Prazo;Convertible;White;Automatic;2;2;Diesel;2016;9400;2017-03-31;2017-03
Florida;Swift;Maruti;Sedan;White;Manual;5;4;Petrol;2016;7300;2017-10-23;2017-10
Chicago;Etriga;Maruti;Hatchback;Blue;Automatic;4;5;Hybrid;2023;7100;2021-05-11;2021-05
Oklahoma;i20;Hyundai;Hatchback;Black;Automatic;4;5;Diesel;2020;6500;2023-08-19;2023-08
Tucson;Kags;Renault;SUV;Black;Automatic;7;5;Electric;2022;9200;2024-05-11;2024-05
Oklahoma;Fortuner;Toyota;SUV;Red;Manual;8;5;Hybrid;2017;9200;2021-06-10;2021-06
Denver;Etriga;Maruti;Hatchback;Blue;Manual;4;5;Petrol;2018;6600;2022-07-13;2022-07
Chicago;Kags;Renault;SUV;White;Automatic;7;5;Diesel;2020;8000;2020-06-12;2020-06
Florida;Dzire;Maruti;Sedan;Blue;Manual;5;5;Petrol;2022;6700;2017-11-05;2017-11
Tucson;Yodha;Tata;Truck;Black;Automatic;3;2;Diesel;2018;7700;2021-01-10;2021-01
San Jose;Etriga;Maruti;Hatchback;Black;Manual;4;5;Hybrid;2023;7100;2021-02-21;2021-02
San Jose;Plato;Prazo;Convertible;Black;Manual;2;2;Hybrid;2020;9900;2023-01-30;2023-01
Denver;Scorpio;Mahindra;SUV;Red;Automatic;5;5;Electric;2015;9900;2023-09-19;2023-09
Florida;Swift;Maruti;Sedan;Black;Automatic;5;4;Petrol;2023;6600;2024-11-05;2024-11
Tennessee;Plato;Prazo;Convertible;Gray;Automatic;2;2;Diesel;2020;9000;2024-03-11;2024-03
Columbus;i20;Hyundai;Hatchback;Gray;Manual;4;5;Diesel;2016;6900;2018-03-23;2018-03
Utah;Swift;Maruti;Sedan;Blue;Manual;5;4;Electric;2017;8700;2019-04-15;2019-04
North Carolina;Dzire;Maruti;Sedan;Red;Automatic;5;5;Petrol;2021;6800;2016-03-16;2016-03
Denver;Plato;Prazo;Convertible;Blue;Manual;2;2;Diesel;2015;9500;2017-09-20;2017-09
Oklahoma;Fortuner;Toyota;SUV;Blue;Automatic;8;5;Petrol;2021;7800;2020-07-17;2020-07
Chicago;Swift;Maruti;Sedan;White;Manual;5;4;Petrol;2024;6500;2018-10-28;2018-10
North Carolina;Etriga;Maruti;Hatchback;Gray;Manual;4;5;Hybrid;2021;7300;2016-09-12;2016-09
Chicago;Creta;Hyundai;Hatchback;Gray;Manual;5;5;Diesel;2021;6400;2022-02-20;2022-02
North Carolina;i20;Hyundai;Hatchback;Red;Manual;4;5;Hybrid;2018;7600;2024-03-18;2024-03
New York;Dzire;Maruti;Sedan;Blue;Manual;5;5;Hybrid;2015;8400;2021-10-27;2021-10
Madison;Scorpio;Mahindra;SUV;Red;Automatic;5;5;Electric;2021;9300;2019-07-18;2019-07
North Carolina;Creta;Hyundai;Hatchback;Red;Automatic;5;5;Hybrid;2021;7300;2022-10-23;2022-10
Columbus;Thar;Mahindra;SUV;Red;Manual;5;3;Diesel;2023;7700;2015-07-11;2015-07
Detroit;i20;Hyundai;Hatchback;Blue;Manual;4;5;Hybrid;2018;7600;2023-01-17;2023-01
Oklahoma;Swift;Maruti;Sedan;Gray;Manual;5;4;Diesel;2016;7400;2018-09-20;2018-09
New York;Kags;Renault;SUV;Red;Automatic;7;5;Petrol;2024;7500;2015-12-19;2015-12
North Carolina;Kags;Renault;SUV;Black;Manual;7;5;Petrol;2017;8200;2024-03-19;2024-03
Chicago;Thar;Mahindra;SUV;Black;Automatic;5;3;Petrol;2017;8200;2015-09-28;2015-09
Portland;Seltos;Kia;Hatchback;Gray;Automatic;5;5;Hybrid;2021;7300;2016-02-25;2016-02
California;Yodha;Tata;Truck;Black;Manual;3;2;Petrol;2019;7500;2021-05-12;2021-05
Philadelphia;Creta;Hyundai;Hatchback;Blue;Automatic;5;5;Petrol;2015;6900;2015-05-17;2015-05
California;Swift;Maruti;Sedan;Gray;Manual;5;4;Electric;2015;8900;2023-09-29;2023-09
Madison;Fortuner;Toyota;SUV;White;Automatic;8;5;Electric;2017;9700;2015-03-29;2015-03
Chicago;Plato;Prazo;Convertible;Black;Manual;2;2;Diesel;2018;9200;2019-08-30;2019-08
Columbus;Scorpio;Mahindra;SUV;Red;Manual;5;5;Electric;2023;9100;2024-09-19;2024-09
Tennessee;Scorpio;Mahindra;SUV;Red;Manual;5;5;Hybrid;2015;9400;2016-07-15;2016-07
Philadelphia;Seltos;Kia;Hatchback;Red;Manual;5;5;Petrol;2017;6700;2023-11-09;2023-11
Madison;Creta;Hyundai;Hatchback;Blue;Automatic;5;5;Diesel;2024;6100;2016-05-12;2016-05
Denver;Fortuner;Toyota;SUV;White;Automatic;8;5;Diesel;2021;7900;2017-06-22;2017-06
San Jose;Etriga;Maruti;Hatchback;Blue;Automatic;4;5;Diesel;2020;6500;2016-05-25;2016-05
Oklahoma;Scorpio;Mahindra;SUV;Red;Automatic;5;5;Petrol;2017;8200;2015-03-10;2015-03
Oklahoma;Etriga;Maruti;Hatchback;Red;Automatic;4;5;Diesel;2020;6500;2022-05-22;2022-05
Denver;Seltos;Kia;Hatchback;Blue;Manual;5;5;Hybrid;2018;7600;2023-03-28;2023-03
California;Yodha;Tata;Truck;Black;Automatic;3;2;Hybrid;2021;8300;2020-10-07;2020-10
Philadelphia;Hilux;Toyota;Truck;Blue;Manual;4;2;Petrol;2019;7500;2017-07-11;2017-07
New York;i20;Hyundai;Hatchback;Black;Automatic;4;5;Diesel;2021;6400;2021-12-24;2021-12
Chicago;i20;Hyundai;Hatchback;Blue;Manual;4;5;Diesel;2022;6300;2017-08-08;2017-08
Utah;Yodha;Tata;Truck;Black;Automatic;3;2;Petrol;2016;7800;2015-12-22;2015-12
Tucson;Plato;Prazo;Convertible;Black;Automatic;2;2;Electric;2021;10300;2015-06-22;2015-06
Florida;Thar;Mahindra;SUV;Black;Automatic;5;3;Electric;2018;9600;2021-06-21;2021-06
North Carolina;Dzire;Maruti;Sedan;Gray;Manual;5;5;Diesel;2017;7300;2016-10-25;2016-10
Texas;Scorpio;Mahindra;SUV;Black;Manual;5;5;Petrol;2023;7600;2022-12-14;2022-12
Columbus;Swift;Maruti;Sedan;Black;Manual;5;4;Petrol;2021;6800;2021-02-12;2021-02
Portland;Etriga;Maruti;Hatchback;Red;Manual;4;5;Petrol;2024;6000;2022-12-28;2022-12
Texas;Thar;Mahindra;SUV;White;Manual;5;3;Diesel;2020;8000;2021-04-06;2021-04
Chicago;Etriga;Maruti;Hatchback;Red;Manual;4;5;Petrol;2017;6700;2020-04-06;2020-04
Denver;Swift;Maruti;Sedan;Blue;Manual;5;4;Petrol;2023;6600;2023-11-02;2023-11
Chicago;Swift;Maruti;Sedan;Red;Automatic;5;4;Hybrid;2021;7800;2021-12-20;2021-12
Denver;Scorpio;Mahindra;SUV;Black;Automatic;5;5;Hybrid;2022;8700;2017-09-09;2017-09
Madison;Swift;Maruti;Sedan;Gray;Automatic;5;4;Hybrid;2015;8400;2017-04-05;2017-04
Philadelphia;Dzire;Maruti;Sedan;Black;Manual;5;5;Diesel;2021;6900;2017-10-19;2017-10
Portland;Seltos;Kia;Hatchback;Gray;Manual;5;5;Petrol;2017;6700;2021-09-14;2021-09
San Jose;Swift;Maruti;Sedan;White;Automatic;5;4;Petrol;2017;7200;2023-09-17;2023-09
Detroit;Kags;Renault;SUV;Black;Automatic;7;5;Diesel;2016;8400;2021-10-05;2021-10
Detroit;Swift;Maruti;Sedan;Red;Manual;5;4;Diesel;2024;6600;2019-01-04;2019-01
San Jose;Fortuner;Toyota;SUV;Blue;Manual;8;5;Electric;2022;9200;2018-03-26;2018-03
Oklahoma;Scorpio;Mahindra;SUV;Red;Automatic;5;5;Petrol;2021;7800;2024-07-05;2024-07
Tennessee;Plato;Prazo;Convertible;Black;Automatic;2;2;Hybrid;2023;9600;2020-04-14;2020-04
Denver;Yodha;Tata;Truck;White;Automatic;3;2;Electric;2019;9000;2024-12-06;2024-12
Philadelphia;Seltos;Kia;Hatchback;Black;Manual;5;5;Diesel;2023;6200;2016-12-18;2016-12
North Carolina;Hilux;Toyota;Truck;Black;Manual;4;2;Electric;2017;9200;2021-11-21;2021-11
Portland;Swift;Maruti;Sedan;White;Automatic;5;4;Petrol;2019;7000;2017-07-27;2017-07
Chicago;Kags;Renault;SUV;Black;Automatic;7;5;Petrol;2015;8400;2017-05-04;2017-05
Utah;Etriga;Maruti;Hatchback;Red;Automatic;4;5;Hybrid;2020;7400;2017-01-20;2017-01
Denver;Dzire;Maruti;Sedan;Red;Automatic;5;5;Electric;2017;8700;2018-04-21;2018-04
North Carolina;Creta;Hyundai;Hatchback;Gray;Manual;5;5;Electric;2024;7500;2022-02-25;2022-02
San Jose;Scorpio;Mahindra;SUV;Red;Manual;5;5;Petrol;2022;7700;2015-07-14;2015-07
Utah;Plato;Prazo;Convertible;Gray;Automatic;2;2;Petrol;2015;9400;2022-08-29;2022-08
Tucson;Seltos;Kia;Hatchback;White;Automatic;5;5;Petrol;2018;6600;2023-08-03;2023-08
Philadelphia;Yodha;Tata;Truck;Black;Automatic;3;2;Diesel;2016;7900;2021-04-02;2021-04
California;Hilux;Toyota;Truck;Gray;Manual;4;2;Hybrid;2024;8000;2019-09-13;2019-09
Denver;Swift;Maruti;Sedan;White;Manual;5;4;Hybrid;2015;8400;2024-02-27;2024-02
Philadelphia;Thar;Mahindra;SUV;Gray;Manual;5;3;Diesel;2023;7700;2018-12-22;2018-12
North Carolina;Seltos;Kia;Hatchback;White;Automatic;5;5;Petrol;2019;6500;2024-02-22;2024-02
Chicago;Creta;Hyundai;Hatchback;Red;Manual;5;5;Diesel;2016;6900;2021-11-19;2021-11
Texas;Scorpio;Mahindra;SUV;White;Automatic;5;5;Electric;2024;9000;2023-08-31;2023-08
Oklahoma;Seltos;Kia;Hatchback;Blue;Automatic;5;5;Petrol;2022;6200;2024-09-29;2024-09
Madison;Creta;Hyundai;Hatchback;Red;Manual;5;5;Electric;2024;7500;2016-05-19;2016-05
Portland;Fortuner;Toyota;SUV;Red;Manual;8;5;Hybrid;2017;9200;2022-09-28;2022-09
North Carolina;Thar;Mahindra;SUV;Gray;Manual;5;3;Petrol;2016;8300;2022-08-18;2022-08
Florida;Dzire;Maruti;Sedan;Blue;Manual;5;5;Hybrid;2024;7500;2023-10-26;2023-10
Portland;Hilux;Toyota;Truck;Blue;Manual;4;2;Electric;2023;8600;2018-01-28;2018-01
Detroit;Dzire;Maruti;Sedan;Blue;Manual;5;5;Hybrid;2016;8300;2021-10-10;2021-10
Florida;Etriga;Maruti;Hatchback;Red;Automatic;4;5;Electric;2023;7600;2015-08-02;2015-08
Denver;i20;Hyundai;Hatchback;Gray;Manual;4;5;Diesel;2021;6400;2020-02-03;2020-02
Philadelphia;Swift;Maruti;Sedan;Gray;Automatic;5;4;Petrol;2018;7100;2015-05-27;2015-05
Madison;Hilux;Toyota;Truck;Red;Manual;4;2;Petrol;2018;7600;2015-11-07;2015-11
Philadelphia;Scorpio;Mahindra;SUV;Red;Automatic;5;5;Hybrid;2019;9000;2022-08-15;2022-08
Philadelphia;Fortuner;Toyota;SUV;White;Manual;8;5;Hybrid;2022;8700;2022-12-06;2022-12
San Jose;Swift;Maruti;Sedan;White;Automatic;5;4;Petrol;2023;6600;2018-04-14;2018-04
Detroit;Creta;Hyundai;Hatchback;Black;Manual;5;5;Petrol;2015;6900;2015-09-14;2015-09
Florida;Yodha;Tata;Truck;White;Manual;3;2;Petrol;2024;7000;2017-01-05;2017-01
Detroit;Seltos;Kia;Hatchback;Red;Automatic;5;5;Electric;2018;8100;2019-09-21;2019-09
Florida;Yodha;Tata;Truck;Red;Automatic;3;2;Diesel;2020;7500;2023-12-18;2023-12
New York;i20;Hyundai;Hatchback;Blue;Manual;4;5;Electric;2020;7900;2016-11-14;2016-11
San Jose;Fortuner;Toyota;SUV;Red;Manual;8;5;Hybrid;2020;8900;2024-02-25;2024-02
Tucson;i20;Hyundai;Hatchback;Black;Manual;4;5;Electric;2019;8000;2019-03-18;2019-03
Denver;i20;Hyundai;Hatchback;Red;Manual;4;5;Petrol;2015;6900;2019-09-24;2019-09
North Carolina;Etriga;Maruti;Hatchback;Red;Automatic;4;5;Petrol;2023;6100;2015-06-02;2015-06
California;Thar;Mahindra;SUV;Gray;Manual;5;3;Electric;2016;9800;2020-08-23;2020-08
Philadelphia;i20;Hyundai;Hatchback;Blue;Manual;4;5;Diesel;2021;6400;2015-08-02;2015-08
Tennessee;Plato;Prazo;Convertible;Black;Manual;2;2;Electric;2024;10000;2015-07-27;2015-07
Chicago;Hilux;Toyota;Truck;White;Automatic;4;2;Diesel;2020;7500;2017-04-10;2017-04
Philadelphia;Scorpio;Mahindra;SUV;White;Manual;5;5;Diesel;2020;8000;2016-11-02;2016-11
Detroit;Kags;Renault;SUV;White;Manual;7;5;Diesel;2022;7800;2022-08-27;2022-08
Oklahoma;Plato;Prazo;Convertible;Red;Manual;2;2;Petrol;2021;8800;2019-10-25;2019-10
Oklahoma;Swift;Maruti;Sedan;Gray;Automatic;5;4;Petrol;2015;7400;2017-05-28;2017-05
Florida;Swift;Maruti;Sedan;White;Manual;5;4;Electric;2021;8300;2022-07-08;2022-07
Denver;Seltos;Kia;Hatchback;Black;Manual;5;5;Diesel;2015;7000;2016-05-24;2016-05
North Carolina;Dzire;Maruti;Sedan;Gray;Manual;5;5;Hybrid;2018;8100;2020-06-13;2020-06
North Carolina;i20;Hyundai;Hatchback;Blue;Automatic;4;5;Petrol;2019;6500;2022-05-20;2022-05
Texas;Etriga;Maruti;Hatchback;Blue;Automatic;4;5;Petrol;2021;6300;2018-12-25;2018-12
Tennessee;Plato;Prazo;Convertible;Red;Manual;2;2;Hybrid;2015;10400;2019-04-02;2019-04
Detroit;Fortuner;Toyota;SUV;Black;Manual;8;5;Diesel;2019;8100;2015-08-08;2015-08
San Jose;i20;Hyundai;Hatchback;Blue;Manual;4;5;Electric;2023;7600;2022-03-18;2022-03
Tennessee;Swift;Maruti;Sedan;Black;Manual;5;4;Hybrid;2024;7500;2019-02-28;2019-02
California;Plato;Prazo;Convertible;Black;Manual;2;2;Petrol;2023;8600;2024-01-02;2024-01
Denver;Fortuner;Toyota;SUV;Black;Automatic;8;5;Petrol;2016;8300;2017-06-04;2017-06
California;Fortuner;Toyota;SUV;White;Manual;8;5;Diesel;2017;8300;2015-03-02;2015-03
Portland;Plato;Prazo;Convertible;White;Manual;2;2;Electric;2022;10200;2020-12-05;2020-12
California;Yodha;Tata;Truck;Gray;Automatic;3;2;Hybrid;2023;8100;2021-11-29;2021-11
Madison;Yodha;Tata;Truck;Black;Manual;3;2;Electric;2019;9000;2016-04-25;2016-04
North Carolina;Creta;Hyundai;Hatchback;Black;Automatic;5;5;Hybrid;2022;7200;2015-12-04;2015-12
San Jose;Plato;Prazo;Convertible;Black;Automatic;2;2;Hybrid;2019;10000;2019-12-05;2019-12
Texas;i20;Hyundai;Hatchback;Gray;Manual;4;5;Electric;2023;7600;2019-01-10;2019-01
North Carolina;Thar;Mahindra;SUV;Gray;Manual;5;3;Electric;2022;9200;2016-02-06;2016-02
North Carolina;Scorpio;Mahindra;SUV;White;Automatic;5;5;Petrol;2022;7700;2020-02-27;2020-02
Texas;Thar;Mahindra;SUV;Black;Automatic;5;3;Diesel;2023;7700;2018-07-21;2018-07
Tucson;i20;Hyundai;Hatchback;Blue;Manual;4;5;Electric;2016;8300;2019-04-16;2019-04
Tennessee;Scorpio;Mahindra;SUV;Black;Automatic;5;5;Electric;2024;9000;2016-01-03;2016-01
North Carolina;Hilux;Toyota;Truck;Black;Automatic;4;2;Hybrid;2019;8500;2015-08-05;2015-08
Florida;Yodha;Tata;Truck;Gray;Manual;3;2;Hybrid;2017;8700;2022-12-05;2022-12
New York;Kags;Renault;SUV;Red;Manual;7;5;Diesel;2015;8500;2016-06-19;2016-06
Utah;i20;Hyundai;Hatchback;Red;Automatic;4;5;Petrol;2018;6600;2020-01-04;2020-01
Columbus;i20;Hyundai;Hatchback;Red;Automatic;4;5;Hybrid;2024;7000;2020-09-10;2020-09
Oklahoma;Thar;Mahindra;SUV;Black;Manual;5;3;Petrol;2024;7500;2020-06-02;2020-06
Detroit;Kags;Renault;SUV;Black;Manual;7;5;Petrol;2015;8400;2017-06-15;2017-06
Detroit;Etriga;Maruti;Hatchback;Blue;Automatic;4;5;Hybrid;2017;7700;2017-09-14;2017-09
Columbus;Kags;Renault;SUV;Red;Automatic;7;5;Electric;2021;9300;2023-06-25;2023-06
North Carolina;Plato;Prazo;Convertible;Red;Automatic;2;2;Hybrid;2023;9600;2017-09-07;2017-09
Columbus;Creta;Hyundai;Hatchback;Black;Automatic;5;5;Petrol;2016;6800;2020-04-13;2020-04
Detroit;Seltos;Kia;Hatchback;Red;Automatic;5;5;Electric;2023;7600;2023-10-13;2023-10
North Carolina;Kags;Renault;SUV;Red;Manual;7;5;Petrol;2019;8000;2023-01-22;2023-01
Utah;Fortuner;Toyota;SUV;Black;Automatic;8;5;Electric;2016;9800;2016-10-27;2016-10
North Carolina;Yodha;Tata;Truck;White;Manual;3;2;Diesel;2024;7100;2019-07-31;2019-07
Detroit;Seltos;Kia;Hatchback;Red;Manual;5;5;Petrol;2024;6000;2016-09-23;2016-09
Columbus;Hilux;Toyota;Truck;Black;Automatic;4;2;Hybrid;2017;8700;2021-11-19;2021-11
Detroit;Scorpio;Mahindra;SUV;Blue;Automatic;5;5;Petrol;2017;8200;2018-04-12;2018-04
Tucson;i20;Hyundai;Hatchback;Black;Manual;4;5;Hybrid;2024;7000;2024-10-29;2024-10
North Carolina;Kags;Renault;SUV;Red;Automatic;7;5;Diesel;2020;8000;2022-09-26;2022-09
Detroit;Kags;Renault;SUV;White;Automatic;7;5;Diesel;2015;8500;2021-04-08;2021-04
Oklahoma;i20;Hyundai;Hatchback;Black;Manual;4;5;Electric;2019;8000;2020-01-06;2020-01
North Carolina;Yodha;Tata;Truck;Red;Automatic;3;2;Electric;2015;9400;2023-12-01;2023-12
Utah;Etriga;Maruti;Hatchback;Black;Automatic;4;5;Hybrid;2017;7700;2019-12-05;2019-12
Philadelphia;Swift;Maruti;Sedan;Blue;Automatic;5;4;Electric;2023;8100;2015-02-24;2015-02
Texas;Creta;Hyundai;Hatchback;Red;Automatic;5;5;Electric;2021;7800;2017-02-03;2017-02
Texas;Kags;Renault;SUV;Blue;Automatic;7;5;Diesel;2017;8300;2018-09-07;2018-09
Oklahoma;Etriga;Maruti;Hatchback;Black;Manual;4;5;Hybrid;2017;7700;2018-09-14;2018-09
Texas;Etriga;Maruti;Hatchback;Gray;Automatic;4;5;Petrol;2020;6400;2020-12-31;2020-12
Denver;Yodha;Tata;Truck;Black;Automatic;3;2;Petrol;2017;7700;2023-11-28;2023-11
Chicago;Kags;Renault;SUV;Red;Automatic;7;5;Hybrid;2019;9000;2022-07-04;2022-07
New York;Thar;Mahindra;SUV;Black;Automatic;5;3;Electric;2015;9900;2024-12-19;2024-12
Tennessee;Yodha;Tata;Truck;Black;Automatic;3;2;Hybrid;2016;8800;2018-08-28;2018-08
Chicago;Yodha;Tata;Truck;Gray;Manual;3;2;Electric;2016;9300;2018-10-15;2018-10
Portland;Dzire;Maruti;Sedan;Black;Manual;5;5;Diesel;2015;7500;2019-12-02;2019-12
Madison;Swift;Maruti;Sedan;Gray;Manual;5;4;Diesel;2019;7100;2023-06-25;2023-06
North Carolina;Plato;Prazo;Convertible;Black;Manual;2;2;Petrol;2017;9200;2024-06-05;2024-06
California;Dzire;Maruti;Sedan;Gray;Manual;5;5;Hybrid;2016;8300;2023-09-07;2023-09
Detroit;Scorpio;Mahindra;SUV;Red;Automatic;5;5;Hybrid;2024;8500;2017-12-13;2017-12
Philadelphia;i20;Hyundai;Hatchback;Black;Automatic;4;5;Hybrid;2021;7300;2024-09-02;2024-09
North Carolina;i20;Hyundai;Hatchback;White;Manual;4;5;Diesel;2021;6400;2022-09-13;2022-09
California;i20;Hyundai;Hatchback;Gray;Automatic;4;5;Electric;2021;7800;2019-11-26;2019-11
New York;Scorpio;Mahindra;SUV;Black;Manual;5;5;Diesel;2015;8500;2016-10-04;2016-10
Columbus;Thar;Mahindra;SUV;Red;Automatic;5;3;Petrol;2020;7900;2023-09-11;2023-09
Denver;Scorpio;Mahindra;SUV;White;Automatic;5;5;Electric;2023;9100;2019-07-30;2019-07
San Jose;Plato;Prazo;Convertible;Gray;Manual;2;2;Diesel;2016;9400;2024-07-26;2024-07
Utah;Plato;Prazo;Convertible;Black;Automatic;2;2;Petrol;2020;8900;2017-01-14;2017-01
New York;Dzire;Maruti;Sedan;Gray;Automatic;5;5;Diesel;2024;6600;2016-03-24;2016-03
New York;Seltos;Kia;Hatchback;Blue;Manual;5;5;Petrol;2019;6500;2022-02-23;2022-02
New York;Dzire;Maruti;Sedan;Black;Manual;5;5;Hybrid;2019;8000;2017-08-15;2017-08
San Jose;Etriga;Maruti;Hatchback;Gray;Automatic;4;5;Hybrid;2016;7800;2024-01-05;2024-01
Texas;Creta;Hyundai;Hatchback;Red;Manual;5;5;Hybrid;2015;7900;2019-11-29;2019-11
New York;Kags;Renault;SUV;Gray;Manual;7;5;Hybrid;2018;9100;2017-10-23;2017-10
Philadelphia;Swift;Maruti;Sedan;Gray;Manual;5;4;Diesel;2024;6600;2019-09-19;2019-09
San Jose;Swift;Maruti;Sedan;Black;Manual;5;4;Electric;2020;8400;2019-10-18;2019-10
California;Creta;Hyundai;Hatchback;White;Manual;5;5;Diesel;2018;6700;2024-11-07;2024-11
New York;Thar;Mahindra;SUV;Red;Manual;5;3;Petrol;2024;7500;2016-09-23;2016-09
North Carolina;Swift;Maruti;Sedan;Gray;Automatic;5;4;Diesel;2019;7100;2016-10-27;2016-10
New York;Thar;Mahindra;SUV;Black;Automatic;5;3;Diesel;2019;8100;2020-08-07;2020-08
Detroit;Dzire;Maruti;Sedan;Black;Manual;5;5;Electric;2020;8400;2016-04-12;2016-04
Columbus;Etriga;Maruti;Hatchback;White;Automatic;4;5;Diesel;2021;6400;2015-09-26;2015-09
Texas;Etriga;Maruti;Hatchback;Blue;Automatic;4;5;Petrol;2018;6600;2023-02-06;2023-02
Denver;Hilux;Toyota;Truck;Blue;Automatic;4;2;Electric;2020;8900;2017-11-20;2017-11
Texas;Seltos;Kia;Hatchback;Blue;Automatic;5;5;Diesel;2021;6400;2015-05-31;2015-05
Detroit;Dzire;Maruti;Sedan;Red;Automatic;5;5;Hybrid;2019;8000;2015-04-22;2015-04
Madison;i20;Hyundai;Hatchback;Gray;Automatic;4;5;Hybrid;2023;7100;2024-08-12;2024-08
San Jose;Creta;Hyundai;Hatchback;Red;Manual;5;5;Electric;2022;7700;2017-03-08;2017-03
Portland;i20;Hyundai;Hatchback;Blue;Automatic;4;5;Petrol;2017;6700;2021-02-04;2021-02
Tucson;Fortuner;Toyota;SUV;Blue;Manual;8;5;Petrol;2022;7700;2022-09-05;2022-09
North Carolina;Etriga;Maruti;Hatchback;Red;Manual;4;5;Hybrid;2016;7800;2017-08-29;2017-08
Denver;Thar;Mahindra;SUV;Red;Automatic;5;3;Petrol;2015;8400;2019-01-25;2019-01
San Jose;Plato;Prazo;Convertible;Black;Automatic;2;2;Diesel;2016;9400;2015-02-18;2015-02
Texas;Swift;Maruti;Sedan;Red;Manual;5;4;Hybrid;2018;8100;2020-09-21;2020-09
Chicago;Swift;Maruti;Sedan;Blue;Automatic;5;4;Diesel;2022;6800;2024-03-07;2024-03
Madison;Hilux;Toyota;Truck;Blue;Manual;4;2;Diesel;2015;8000;2015-03-19;2015-03
North Carolina;Yodha;Tata;Truck;Black;Automatic;3;2;Electric;2024;8500;2022-01-07;2022-01
Florida;Kags;Renault;SUV;White;Automatic;7;5;Petrol;2015;8400;2022-05-27;2022-05
New York;Etriga;Maruti;Hatchback;Blue;Manual;4;5;Electric;2019;8000;2021-06-22;2021-06
Utah;Creta;Hyundai;Hatchback;Black;Manual;5;5;Hybrid;2016;7800;2015-12-09;2015-12
North Carolina;Scorpio;Mahindra;SUV;Black;Automatic;5;5;Electric;2024;9000;2015-01-18;2015-01
Utah;i20;Hyundai;Hatchback;White;Automatic;4;5;Petrol;2015;6900;2016-07-15;2016-07
Denver;Seltos;Kia;Hatchback;Black;Automatic;5;5;Diesel;2024;6100;2018-12-10;2018-12
Oklahoma;Thar;Mahindra;SUV;Gray;Automatic;5;3;Electric;2023;9100;2021-02-01;2021-02
Detroit;i20;Hyundai;Hatchback;Black;Automatic;4;5;Diesel;2021;6400;2017-02-20;2017-02
Columbus;Scorpio;Mahindra;SUV;Gray;Manual;5;5;Hybrid;2018;9100;2018-01-07;2018-01
Tennessee;i20;Hyundai;Hatchback;Red;Automatic;4;5;Hybrid;2024;7000;2015-02-18;2015-02
Columbus;Plato;Prazo;Convertible;Blue;Automatic;2;2;Electric;2020;10400;2024-05-08;2024-05
Florida;Plato;Prazo;Convertible;Blue;Manual;2;2;Diesel;2019;9100;2021-10-10;2021-10
Columbus;Thar;Mahindra;SUV;Blue;Manual;5;3;Diesel;2021;7900;2019-07-16;2019-07
Oklahoma;Plato;Prazo;Convertible;Black;Automatic;2;2;Diesel;2020;9000;2019-05-21;2019-05
Tennessee;Creta;Hyundai;Hatchback;Blue;Automatic;5;5;Petrol;2015;6900;2023-09-02;2023-09
Texas;i20;Hyundai;Hatchback;Black;Manual;4;5;Petrol;2018;6600;2015-04-22;2015-04
Denver;Etriga;Maruti;Hatchback;Black;Automatic;4;5;Diesel;2021;6400;2022-02-24;2022-02
Madison;Kags;Renault;SUV;Red;Automatic;7;5;Petrol;2023;7600;2016-03-08;2016-03
North Carolina;Yodha;Tata;Truck;Black;Manual;3;2;Hybrid;2019;8500;2021-10-26;2021-10
Denver;Kags;Renault;SUV;Blue;Manual;7;5;Petrol;2021;7800;2017-09-08;2017-09
Chicago;Fortuner;Toyota;SUV;Blue;Automatic;8;5;Hybrid;2024;8500;2016-09-24;2016-09
Denver;Scorpio;Mahindra;SUV;Red;Automatic;5;5;Electric;2018;9600;2015-02-03;2015-02
North Carolina;Dzire;Maruti;Sedan;Gray;Automatic;5;5;Petrol;2021;6800;2022-04-04;2022-04
California;Hilux;Toyota;Truck;Red;Manual;4;2;Hybrid;2018;8600;2020-05-31;2020-05
North Carolina;Kags;Renault;SUV;Red;Automatic;7;5;Hybrid;2019;9000;2022-02-20;2022-02
